MeterType,the_geom,MeterNo,LONG,LAT,Status,Borough
Strada,POINT (-73.9394945045681 40.74384731746732),4152009,-73.9394945046,40.7438473175,Active,Queens
Strada,POINT (-73.93939146085845 40.74436722590058),4152008,-73.9393914609,40.7443672259,Active,Queens
Strada,POINT (-73.93977522972527 40.74452868098196),4152004,-73.9397752297,40.744528681,Active,Queens
Strada,POINT (-73.9407554160305 40.744192442993494),4152003,-73.940755416,40.744192443,Active,Queens
Strada,POINT (-73.94117746833764 40.74402814120693),4152002,-73.9411774683,40.7440281412,Active,Queens
Strada,POINT (-73.94333725298576 40.74316919122698),4152026,-73.943337253,40.7431691912,Active,Queens
Strada,POINT (-73.9440275937553 40.742895637774176),4152025,-73.9440275938,40.7428956378,Active,Queens
Strada,POINT (-73.94459878950794 40.74266573624041),4152024,-73.9445987895,40.7426657362,Active,Queens
Strada,POINT (-73.9452339029893 40.74241244729405),4152023,-73.945233903,40.7424124473,Active,Queens
Strada,POINT (-73.94599428932854 40.74210961191484),4152022,-73.9459942893,40.7421096119,Active,Queens
Strada,POINT (-73.94224840622303 40.746166947371606),4152074,-73.9422484062,40.7461669474,Active,Queens
Strada,POINT (-73.94203315200912 40.74679409702931),4152045,-73.942033152,40.746794097,Active,Queens
Strada,POINT (-73.94178668750479 40.746432467051775),4152044,-73.9417866875,40.7464324671,Inactive,Queens
Strada,POINT (-73.94210851406328 40.746546385757824),4152043,-73.9421085141,40.7465463858,Active,Queens
Strada,POINT (-73.942343364347 40.746885746903175),4152042,-73.9423433643,40.7468857469,Active,Queens
Strada,POINT (-73.94256831200455 40.74696185213631),4152041,-73.942568312,40.7469618521,Active,Queens
Strada,POINT (-73.9430102861746 40.7466685812704),4152040,-73.9430102862,40.7466685813,Inactive,Queens
Strada,POINT (-73.94261545412955 40.7464267613008),4152039,-73.9426154541,40.7464267613,Active,Queens
Strada,POINT (-73.94254504073209 40.746026804892324),4152073,-73.9425450407,40.7460268049,Active,Queens
Strada,POINT (-73.94311655797321 40.74647567775263),4152072,-73.943116558,40.7464756778,Active,Queens
Strada,POINT (-73.94371038354878 40.7461577367576),4152070,-73.9437103835,40.7461577368,Active,Queens
Strada,POINT (-73.94353867254503 40.74565293222388),4152069,-73.9435386725,40.7456529322,Active,Queens
Strada,POINT (-73.9439015277324 40.746179778963885),4152068,-73.9439015277,40.746179779,Active,Queens
Strada,POINT (-73.94678778142509 40.74527746130609),4152064,-73.9467877814,40.7452774613,Active,Queens
Strada,POINT (-73.94568771042239 40.74597957447041),4152057,-73.9456877104,40.7459795745,Active,Queens
Strada,POINT (-73.94603198142435 40.745765929900045),4152058,-73.9460319814,40.7457659299,Inactive,Queens
Strada,POINT (-73.94614541562248 40.74553524166205),4152065,-73.9461454156,40.7455352417,Inactive,Queens
Strada,POINT (-73.94717397160997 40.74531282548144),4152059,-73.9471739716,40.7453128255,Active,Queens
Strada,POINT (-73.94806010195963 40.74572873669983),4152060,-73.948060102,40.7457287367,Active,Queens
Strada,POINT (-73.94963426456442 40.744766329469705),4152120,-73.9496342646,40.7447663295,Active,Queens
Strada,POINT (-73.94920943421455 40.74468520806014),4152119,-73.9492094342,40.7446852081,Active,Queens
Strada,POINT (-73.94934083591691 40.7443563873325),4152106,-73.9493408359,40.7443563873,Active,Queens
Strada,POINT (-73.95001921170413 40.74400724563055),4152107,-73.9500192117,40.7440072456,Active,Queens
Strada,POINT (-73.95335694245804 40.742265600090086),4152109,-73.9533569425,40.7422656001,Active,Queens
Strada,POINT (-73.95352411312838 40.74257397337471),4152121,-73.9535241131,40.7425739734,Active,Queens
Strada,POINT (-73.95239601846053 40.74276675693098),4152108,-73.9523960185,40.7427667569,Active,Queens
Strada,POINT (-73.95202056338962 40.742766133768974),4152117,-73.9520205634,40.7427661338,Active,Queens
Strada,POINT (-73.95297616561676 40.74226873660329),4152116,-73.9529761656,40.7422687366,Active,Queens
Strada,POINT (-73.95329849669857 40.742100619714265),4152115,-73.9532984967,40.7421006197,Active,Queens
Strada,POINT (-73.95799414271775 40.741977164828874),4152157,-73.9579941427,40.7419771648,Active,Queens
Strada,POINT (-73.95781464566052 40.741835159489995),4152158,-73.9578146457,40.7418351595,Active,Queens
Strada,POINT (-73.95701163524896 40.74205944002578),4152113,-73.9570116352,40.74205944,Active,Queens
Strada,POINT (-73.95524518460486 40.741393499473894),4152162,-73.9552451846,40.7413934995,Active,Queens
Strada,POINT (-73.95580181430316 40.741496174141545),4152161,-73.9558018143,40.7414961741,Active,Queens
Strada,POINT (-73.95649928714603 40.741636273149005),4152160,-73.9564992871,40.7416362731,Active,Queens
Strada,POINT (-73.95850328395619 40.74201026113465),4152159,-73.958503284,40.7420102611,Active,Queens
Strada,POINT (-73.93428788229281 40.75365297363905),4152085,-73.9342878823,40.7536529736,Active,Queens
Strada,POINT (-73.93434379703142 40.75340487566238),4152089,-73.934343797,40.7534048757,Active,Queens
Strada,POINT (-73.93417365467765 40.753413505360506),4152088,-73.9341736547,40.7534135054,Active,Queens
Strada,POINT (-73.93430950455632 40.75376894409576),4152084,-73.9343095046,40.7537689441,Active,Queens
Strada,POINT (-73.93460109778269 40.75330909295119),4152083,-73.9346010978,40.753309093,Active,Queens
Strada,POINT (-73.93463616063976 40.75340829546008),4152082,-73.9346361606,40.7534082955,Active,Queens
Strada,POINT (-73.93472345872566 40.75360748100689),4152087,-73.9347234587,40.753607481,Active,Queens
Strada,POINT (-73.93458370230668 40.75362995579165),4152086,-73.9345837023,40.7536299558,Retired,Queens
Strada,POINT (-73.93918607305667 40.750823796022715),4152101,-73.9391860731,40.750823796,Active,Queens
Strada,POINT (-73.9384607648662 40.75175490684009),4152100,-73.9384607649,40.7517549068,Inactive,Queens
Strada,POINT (-73.93918365085727 40.75096721024085),4152099,-73.9391836509,40.7509672102,Active,Queens
Strada,POINT (-73.9379434658858 40.75106673366903),4152098,-73.9379434659,40.7510667337,Active,Queens
Strada,POINT (-73.938057855576 40.75080084878143),4152097,-73.9380578556,40.7508008488,Active,Queens
Strada,POINT (-73.9377180351089 40.751170154884996),4152096,-73.9377180351,40.7511701549,Active,Queens
Strada,POINT (-73.9365793692989 40.75073318614885),4152081,-73.9365793693,40.7507331861,Active,Queens
Strada,POINT (-73.93662309631759 40.75025036692895),4152080,-73.9366230963,40.7502503669,Inactive,Queens
Strada,POINT (-73.93666811258517 40.7508644432174),4152079,-73.9366681126,40.7508644432,Inactive,Queens
Strada,POINT (-73.93671021737863 40.75046952058647),4152078,-73.9367102174,40.7504695206,Inactive,Queens
Strada,POINT (-73.93707997666861 40.751095411908025),4152102,-73.9370799767,40.7510954119,Active,Queens
Strada,POINT (-73.93810614326513 40.751641477310166),4152095,-73.9381061433,40.7516414773,Active,Queens
Strada,POINT (-73.91694293540898 40.758076311197506),4072228,-73.9169429354,40.7580763112,Active,Queens
Strada,POINT (-73.92268323213506 40.755338524443),4072165,-73.9226832321,40.7553385244,Active,Queens
Strada,POINT (-73.91832027127121 40.75837485267328),4072184,-73.9183202713,40.7583748527,Active,Queens
Strada,POINT (-73.91982190517597 40.75651384617904),4072183,-73.9198219052,40.7565138462,Active,Queens
Strada,POINT (-73.9184304678702 40.75840437727552),4072186,-73.9184304679,40.7584043773,Active,Queens
Strada,POINT (-73.91983196621894 40.75667037814448),4072185,-73.9198319662,40.7566703781,Active,Queens
Strada,POINT (-73.92001764815137 40.759159349910256),4072199,-73.9200176482,40.7591593499,Active,Queens
Strada,POINT (-73.92071612149203 40.759500394765794),4072197,-73.9207161215,40.7595003948,Active,Queens
Strada,POINT (-73.92074910397858 40.75961448173837),4072196,-73.920749104,40.7596144817,Active,Queens
Strada,POINT (-73.92321798143763 40.75793770482656),4072193,-73.9232179814,40.7579377048,Active,Queens
Strada,POINT (-73.92158359064229 40.75994693212379),4072192,-73.9215835906,40.7599469321,Active,Queens
Strada,POINT (-73.92156617139638 40.75981186071873),4072194,-73.9215661714,40.7598118607,Active,Queens
Strada,POINT (-73.92233827619265 40.76022171286736),4072190,-73.9223382762,40.7602217129,Active,Queens
Strada,POINT (-73.91684945386159 40.757894557804356),4072214,-73.9168494539,40.7578945578,Active,Queens
Strada,POINT (-73.91784318598782 40.75836154343957),4072213,-73.917843186,40.7583615434,Active,Queens
Strada,POINT (-73.91855336023193 40.758696000997936),4072212,-73.9185533602,40.758696001,Active,Queens
Strada,POINT (-73.91944532676149 40.75911340988513),4072200,-73.9194453268,40.7591134099,Active,Queens
Strada,POINT (-73.92007091872676 40.75940819464979),4072198,-73.9200709187,40.7594081946,Active,Queens
Strada,POINT (-73.92105862751129 40.75987336793528),4072195,-73.9210586275,40.7598733679,Active,Queens
Strada,POINT (-73.92175110763476 40.760199724132804),4072191,-73.9217511076,40.7601997241,Active,Queens
Strada,POINT (-73.91794966193294 40.75882808554392),4072230,-73.9179496619,40.7588280855,Active,Queens
Strada,POINT (-73.91969823531105 40.759548607875985),4072203,-73.9196982353,40.7595486079,Active,Queens
Strada,POINT (-73.91804994552363 40.758865416230044),4072231,-73.9180499455,40.7588654162,Active,Queens
Strada,POINT (-73.92044556986808 40.7599907367714),4072207,-73.9204455699,40.7599907368,Active,Queens
Strada,POINT (-73.91873103430176 40.761941172812904),4072206,-73.9187310343,40.7619411728,Active,Queens
Strada,POINT (-73.9203753151908 40.75991697469298),4072205,-73.9203753152,40.7599169747,Active,Queens
Strada,POINT (-73.9211927858441 40.760425359495734),4072209,-73.9211927858,40.7604253595,Active,Queens
Strada,POINT (-73.92196999900024 40.760673121278366),4072211,-73.921969999,40.7606731213,Active,Queens
Strada,POINT (-73.9218156001561 40.76036634693377),4072210,-73.9218156002,40.7603663469,Active,Queens
Strada,POINT (-73.92112148534943 40.76004057534235),4072208,-73.9211214853,40.7600405753,Active,Queens
Strada,POINT (-73.9202278786378 40.75962081814616),4072204,-73.9202278786,40.7596208181,Active,Queens
Strada,POINT (-73.91790603075478 40.75852876884449),4072229,-73.9179060308,40.7585287688,Active,Queens
Strada,POINT (-74.00086199562944 40.73200320283081),1149988,-74.0008619956,40.7320032028,Active,Manhattan
Strada,POINT (-74.00030488385664 40.73277288892314),1149987,-74.0003048839,40.7327728889,Active,Manhattan
Strada,POINT (-74.00065256819278 40.73195524854167),1149989,-74.0006525682,40.7319552485,Active,Manhattan
Strada,POINT (-73.99985597534787 40.73121743323307),1149975,-73.9998559753,40.7312174332,Active,Manhattan
Strada,POINT (-74.00048450086257 40.73152641382043),1149976,-74.0004845009,40.7315264138,Active,Manhattan
Strada,POINT (-74.00106272383421 40.73138998022438),1149990,-74.0010627238,40.7313899802,Active,Manhattan
Strada,POINT (-74.00129751979892 40.731404198645585),1149991,-74.0012975198,40.7314041986,Active,Manhattan
Strada,POINT (-74.00166831176803 40.73081645457711),1149992,-74.0016683118,40.7308164546,Active,Manhattan
Strada,POINT (-74.00213052768657 40.730479567654626),1149974,-74.0021305277,40.7304795677,Active,Manhattan
Strada,POINT (-74.00254418332878 40.73124673387357),1149983,-74.0025441833,40.7312467339,Active,Manhattan
Strada,POINT (-74.00173603572698 40.731529558935584),1149982,-74.0017360357,40.7315295589,Active,Manhattan
Strada,POINT (-74.00137158882897 40.73204967041766),1149977,-74.0013715888,40.7320496704,Active,Manhattan
Strada,POINT (-74.00183658968417 40.73257550220181),1149978,-74.0018365897,40.7325755022,Active,Manhattan
Strada,POINT (-74.00217527929071 40.73217268367433),1149980,-74.0021752793,40.7321726837,Active,Manhattan
Strada,POINT (-74.00287583315912 40.73192404338683),1149981,-74.0028758332,40.7319240434,Active,Manhattan
Strada,POINT (-74.00330795280327 40.73294024177546),1149985,-74.0033079528,40.7329402418,Active,Manhattan
Strada,POINT (-74.00301823582336 40.733034806688764),1149984,-74.0030182358,40.7330348067,Retired,Manhattan
Strada,POINT (-74.00211464260684 40.73349380679627),1149979,-74.0021146426,40.7334938068,Active,Manhattan
Strada,POINT (-74.00300364851115 40.73347046298019),1149986,-74.0030036485,40.733470463,Active,Manhattan
Strada,POINT (-74.0034475084582 40.73348239938893),1149970,-74.0034475085,40.7334823994,Active,Manhattan
Strada,POINT (-74.00387867327511 40.73341137070671),1149969,-74.0038786733,40.7334113707,Active,Manhattan
Strada,POINT (-74.00350116736675 40.7331049389986),1149968,-74.0035011674,40.733104939,Active,Manhattan
Strada,POINT (-74.00275359832874 40.73390800177321),1149971,-74.0027535983,40.7339080018,Active,Manhattan
Strada,POINT (-74.00239138024297 40.73413109271107),1149972,-74.0023913802,40.7341310927,Retired,Manhattan
Strada,POINT (-74.00233005023779 40.734647660449006),1149973,-74.0023300502,40.7346476604,Active,Manhattan
Strada,POINT (-74.00246346696102 40.72936520064683),1329999,-74.002463467,40.7293652006,Active,Manhattan
Strada,POINT (-74.00270092442926 40.72885846382007),1329998,-74.0027009244,40.7288584638,Active,Manhattan
Strada,POINT (-74.00381029695957 40.732054718727014),1329997,-74.003810297,40.7320547187,Active,Manhattan
Strada,POINT (-74.00414712217584 40.733123483323034),1329996,-74.0041471222,40.7331234833,Active,Manhattan
Strada,POINT (-74.00451445986758 40.73367463808297),1329995,-74.0045144599,40.7336746381,Active,Manhattan
Strada,POINT (-73.89830177779635 40.8616794091041),2013082,-73.8983017778,40.8616794091,Active,Bronx
Strada,POINT (-73.89881277760398 40.86189792113678),2013079,-73.8988127776,40.8618979211,Active,Bronx
Strada,POINT (-73.89891294271774 40.86143887768155),2013101,-73.8989129427,40.8614388777,Active,Bronx
Strada,POINT (-73.89874213444271 40.86151488148352),2013100,-73.8987421344,40.8615148815,Active,Bronx
Strada,POINT (-73.89890751577701 40.86180364989729),2013078,-73.8989075158,40.8618036499,Active,Bronx
Strada,POINT (-73.89943309110681 40.86203460951793),2013077,-73.8994330911,40.8620346095,Active,Bronx
Strada,POINT (-73.89971278023954 40.86194367470699),2013036,-73.8997127802,40.8619436747,Active,Bronx
Strada,POINT (-73.90320453567874 40.85858586113334),2013017,-73.9032045357,40.8585858611,Active,Bronx
Strada,POINT (-73.8992450013655 40.85906921360421),2013055,-73.8992450014,40.8590692136,Active,Bronx
Strada,POINT (-73.89885749386431 40.85976077025259),2013054,-73.8988574939,40.8597607703,Active,Bronx
Strada,POINT (-73.89863341451347 40.860181388215516),2013053,-73.8986334145,40.8601813882,Active,Bronx
Strada,POINT (-73.89818763138908 40.86100864112796),2013052,-73.8981876314,40.8610086411,Active,Bronx
Strada,POINT (-73.89779514912755 40.86175532933143),2013051,-73.8977951491,40.8617553293,Active,Bronx
Strada,POINT (-73.89879493572472 40.862142267059355),2013080,-73.8987949357,40.8621422671,Active,Bronx
Strada,POINT (-73.90245921084342 40.85422231470413),2013062,-73.9024592108,40.8542223147,Active,Bronx
Strada,POINT (-73.90189203569986 40.85492900957656),2013061,-73.9018920357,40.8549290096,Active,Bronx
Strada,POINT (-73.90140155544748 40.855563085795076),2013060,-73.9014015554,40.8555630858,Active,Bronx
Strada,POINT (-73.96078600332616 40.58936097634992),3063020,-73.9607860033,40.5893609764,Active,Brooklyn
Strada,POINT (-73.9747692452798 40.57937895750235),3631592,-73.9747692453,40.5793789575,Active,Brooklyn
Strada,POINT (-73.9748447945931 40.57939997068823),3631593,-73.9748447946,40.5793999707,Active,Brooklyn
Strada,POINT (-73.90069368080096 40.85664133295789),2013059,-73.9006936808,40.856641333,Active,Bronx
Strada,POINT (-73.90038957876864 40.85715518912563),2013058,-73.9003895788,40.8571551891,Active,Bronx
Strada,POINT (-73.9031978857354 40.8584822522772),2013016,-73.9031978857,40.8584822523,Active,Bronx
Strada,POINT (-73.90444839168961 40.85849577010859),2013014,-73.9044483917,40.8584957701,Active,Bronx
Strada,POINT (-73.89309751922144 40.86016243505028),2013099,-73.8930975192,40.8601624351,Active,Bronx
Strada,POINT (-73.89241405665375 40.860837507273835),2013098,-73.8924140567,40.8608375073,Active,Bronx
Strada,POINT (-73.89488999574684 40.860697886511204),2013089,-73.8948899957,40.8606978865,Active,Bronx
Strada,POINT (-73.89580010128472 40.86092090268574),2013088,-73.8958001013,40.8609209027,Active,Bronx
Strada,POINT (-73.89697976323808 40.86120162917478),2013085,-73.8969797632,40.8612016292,Active,Bronx
Strada,POINT (-73.89820825767325 40.859948344217244),2013075,-73.8982082577,40.8599483442,Active,Bronx
Strada,POINT (-73.89843278725398 40.85953005882797),2013074,-73.8984327873,40.8595300588,Active,Bronx
Strada,POINT (-73.89773288303894 40.85895752263326),2013073,-73.897732883,40.8589575226,Active,Bronx
Strada,POINT (-73.89845362883271 40.85913065186764),2013072,-73.8984536288,40.8591306519,Active,Bronx
Strada,POINT (-73.89875578787024 40.85895294710322),2013071,-73.8987557879,40.8589529471,Active,Bronx
Strada,POINT (-73.89880999269201 40.8585848964908),2013070,-73.8988099927,40.8585848965,Active,Bronx
Strada,POINT (-73.8987467367437 40.85847488744941),2013069,-73.8987467367,40.8584748874,Active,Bronx
