MeterType,the_geom,MeterNo,LONG,LAT,Status,Borough
Strada,POINT (-73.9459800585631 40.78997979026209),1208047,-73.9459800586,40.7899797903,Active,Manhattan
Strada,POINT (-73.94867304051891 40.78628941987744),1208046,-73.9486730405,40.7862894199,Active,Manhattan
Strada,POINT (-73.93916631451016 40.798910061121205),1208067,-73.9391663145,40.7989100611,Active,Manhattan
Strada,POINT (-73.93948628198598 40.79847545394126),1208066,-73.939486282,40.7984754539,Active,Manhattan
Strada,POINT (-73.94017488525618 40.797531668308494),1208063,-73.9401748853,40.7975316683,Active,Manhattan
Strada,POINT (-73.94204830157489 40.79497413050843),1208062,-73.9420483016,40.7949741305,Active,Manhattan
Strada,POINT (-73.9438942552752 40.79244393485772),1208057,-73.9438942553,40.7924439349,Active,Manhattan
Strada,POINT (-73.94418359908907 40.79204704199284),1208056,-73.9441835991,40.792047042,Active,Manhattan
Strada,POINT (-73.94482780689573 40.7911609696793),1208050,-73.9448278069,40.7911609697,Active,Manhattan
Strada,POINT (-73.94524257516782 40.79059264180712),1208049,-73.9452425752,40.7905926418,Active,Manhattan
Strada,POINT (-73.9501561043281 40.78426016241333),1208042,-73.9501561043,40.7842601624,Active,Manhattan
Strada,POINT (-73.95064677661655 40.78358362594632),1208041,-73.9506467766,40.7835836259,Active,Manhattan
Strada,POINT (-73.9510839305242 40.78298704267858),1208038,-73.9510839305,40.7829870427,Active,Manhattan
Strada,POINT (-73.95158297417811 40.78230523861934),1208037,-73.9515829742,40.7823052386,Active,Manhattan
Strada,POINT (-73.95196609115439 40.78177986518042),1208034,-73.9519660912,40.7817798652,Active,Manhattan
Strada,POINT (-73.95249240138676 40.78105874800868),1208033,-73.9524924014,40.781058748,Active,Manhattan
Strada,POINT (-73.95295735529355 40.78042549953132),1208030,-73.9529573553,40.7804254995,Active,Manhattan
Strada,POINT (-73.95340451516806 40.779807865638624),1208029,-73.9534045152,40.7798078656,Active,Manhattan
Strada,POINT (-73.95387192177782 40.77917094660356),1208028,-73.9538719218,40.7791709466,Active,Manhattan
Strada,POINT (-73.9543533190294 40.77851180315871),1208027,-73.954353319,40.7785118032,Active,Manhattan
Strada,POINT (-73.9548180709251 40.77787781205215),1208025,-73.9548180709,40.7778778121,Active,Manhattan
Strada,POINT (-73.95527559823836 40.777247939610554),1208024,-73.9552755982,40.7772479396,Active,Manhattan
Strada,POINT (-73.9557544044234 40.77659033798953),1208021,-73.9557544044,40.776590338,Active,Manhattan
Strada,POINT (-73.9561795903595 40.77600967989833),1208020,-73.9561795904,40.7760096799,Active,Manhattan
Strada,POINT (-73.95664344960682 40.77537595731742),1208017,-73.9566434496,40.7753759573,Active,Manhattan
Strada,POINT (-73.95711873983284 40.77472281772353),1208016,-73.9571187398,40.7747228177,Active,Manhattan
Strada,POINT (-73.95764624963907 40.7739981566634),1208014,-73.9576462496,40.7739981567,Active,Manhattan
Strada,POINT (-73.95817808560719 40.77326982513402),1208013,-73.9581780856,40.7732698251,Active,Manhattan
Strada,POINT (-73.95029014441812 40.78368053143098),1208040,-73.9502901444,40.7836805314,Active,Manhattan
Strada,POINT (-73.95087175796472 40.78288455817588),1208039,-73.950871758,40.7828845582,Active,Manhattan
Strada,POINT (-73.95128584455485 40.78231839310086),1208036,-73.9512858446,40.7823183931,Active,Manhattan
Strada,POINT (-73.9517907039846 40.78162811230829),1208035,-73.951790704,40.7816281123,Inactive,Manhattan
Strada,POINT (-73.95223398631401 40.78102879855148),1208032,-73.9522339863,40.7810287986,Active,Manhattan
Strada,POINT (-73.95259481452428 40.780531955095874),1208031,-73.9525948145,40.7805319551,Active,Manhattan
Strada,POINT (-73.95456050550257 40.77783622192885),1208026,-73.9545605055,40.7778362219,Active,Manhattan
Strada,POINT (-73.95517165568815 40.776993892685354),1208023,-73.9551716557,40.7769938927,Active,Manhattan
Strada,POINT (-73.9553865003687 40.77669854640402),1208022,-73.9553865004,40.7766985464,Active,Manhattan
Strada,POINT (-73.95602475666695 40.775825008866846),1208019,-73.9560247567,40.7758250089,Active,Manhattan
Strada,POINT (-73.95630060021895 40.7754495438573),1208018,-73.9563006002,40.7754495439,Active,Manhattan
Strada,POINT (-73.9574113036071 40.77392420721499),1208015,-73.9574113036,40.7739242072,Active,Manhattan
Strada,POINT (-73.95786680080982 40.773302243301075),1208012,-73.9578668008,40.7733022433,Active,Manhattan
Strada,POINT (-73.94180418708623 40.812115476825724),1259665,-73.9418041871,40.8121154768,Active,Manhattan
Strada,POINT (-73.93885840429934 40.81124158341651),1259664,-73.9388584043,40.8112415834,Inactive,Manhattan
Strada,POINT (-73.93812177394011 40.81224848893192),1259663,-73.9381217739,40.8122484889,Active,Manhattan
Strada,POINT (-73.93821066376995 40.81289693717938),1259662,-73.9382106638,40.8128969372,Active,Manhattan
Strada,POINT (-73.93881098378014 40.81314917422113),1259661,-73.9388109838,40.8131491742,Active,Manhattan
Strada,POINT (-73.93981984349281 40.813574978652085),1259660,-73.9398198435,40.8135749787,Active,Manhattan
Strada,POINT (-73.94100735889657 40.813676667806575),1259659,-73.9410073589,40.8136766678,Active,Manhattan
Strada,POINT (-73.94135482656637 40.81320620999777),1259658,-73.9413548266,40.81320621,Active,Manhattan
Strada,POINT (-73.94169251554207 40.81274031979023),1259657,-73.9416925155,40.8127403198,Active,Manhattan
Strada,POINT (-73.97595504259942 40.789230281135566),1218213,-73.9759550426,40.7892302811,Active,Manhattan
Strada,POINT (-73.97544799141316 40.789919675895725),1218212,-73.9754479914,40.7899196759,Active,Manhattan
Strada,POINT (-73.9749543445217 40.790032224108145),1218154,-73.9749543445,40.7900322241,Active,Manhattan
Strada,POINT (-73.97555387022875 40.78919956350809),1218153,-73.9755538702,40.7891995635,Active,Manhattan
Strada,POINT (-73.97396748187747 40.789287342706864),1038116,-73.9739674819,40.7892873427,Active,Manhattan
Strada,POINT (-73.97437435345601 40.78872881995138),1038115,-73.9743743535,40.78872882,Active,Manhattan
Strada,POINT (-73.96873881747632 40.796118414095865),1038139,-73.9687388175,40.7961184141,Active,Manhattan
Strada,POINT (-73.96903493067617 40.79571255861926),1038138,-73.9690349307,40.7957125586,Active,Manhattan
Strada,POINT (-73.96934800995868 40.795621964668875),1038137,-73.96934801,40.7956219647,Active,Manhattan
Strada,POINT (-73.96978192712479 40.79502508564096),1038136,-73.9697819271,40.7950250856,Active,Manhattan
Strada,POINT (-73.96680274643174 40.79401382494597),1038152,-73.9668027464,40.7940138249,Active,Manhattan
Strada,POINT (-73.96651595253691 40.794405075897856),1038151,-73.9665159525,40.7944050759,Active,Manhattan
Strada,POINT (-73.96627129705803 40.794743380948546),1038150,-73.9662712971,40.7947433809,Active,Manhattan
Strada,POINT (-73.97006992281453 40.79462801599107),1038135,-73.9700699228,40.794628016,Inactive,Manhattan
Strada,POINT (-73.97035148220081 40.79424445324377),1038134,-73.9703514822,40.7942444532,Active,Manhattan
Strada,POINT (-73.96997263095933 40.79442534216725),1038133,-73.969972631,40.7944253422,Active,Manhattan
Strada,POINT (-73.96247899805027 40.76333299656942),1264984,-73.9624789981,40.7633329966,Active,Manhattan
Strada,POINT (-73.96197476767622 40.76402641583705),1264981,-73.9619747677,40.7640264158,Active,Manhattan
Strada,POINT (-73.96151602109752 40.76468019253216),1264980,-73.9615160211,40.7646801925,Inactive,Manhattan
Strada,POINT (-73.96106109890464 40.765277995102466),1264977,-73.9610610989,40.7652779951,Active,Manhattan
Strada,POINT (-73.96254933957908 40.76289716725582),1264985,-73.9625493396,40.7628971673,Inactive,Manhattan
Strada,POINT (-73.96221569449274 40.76335500348806),1264983,-73.9622156945,40.7633550035,Active,Manhattan
Strada,POINT (-73.96179628615766 40.76392818382007),1264982,-73.9617962862,40.7639281838,Active,Manhattan
Strada,POINT (-73.96130004846799 40.76460875073263),1264979,-73.9613000485,40.7646087507,Active,Manhattan
Strada,POINT (-73.96085707156737 40.765210670018526),1264978,-73.9608570716,40.76521067,Active,Manhattan
Strada,POINT (-73.96037796524459 40.76586436221418),1264975,-73.9603779652,40.7658643622,Active,Manhattan
Strada,POINT (-73.95132284593548 40.77034086857277),1294858,-73.9513228459,40.7703408686,Active,Manhattan
Strada,POINT (-73.95093862122285 40.77086541362407),1294857,-73.9509386212,40.7708654136,Active,Manhattan
Strada,POINT (-73.9502316367754 40.7718374126392),1294856,-73.9502316368,40.7718374126,Active,Manhattan
Strada,POINT (-73.94978316537981 40.7724496493742),1294855,-73.9497831654,40.7724496494,Active,Manhattan
Strada,POINT (-73.94938363772401 40.77300172520146),1294854,-73.9493836377,40.7730017252,Active,Manhattan
Strada,POINT (-73.95269841681618 40.791981760980086),1348091,-73.9526984168,40.791981761,Active,Manhattan
Strada,POINT (-73.95227545771832 40.79255889292309),1348090,-73.9522754577,40.7925588929,Active,Manhattan
Strada,POINT (-73.9518501168178 40.793145832319986),1348089,-73.9518501168,40.7931458323,Active,Manhattan
Strada,POINT (-73.95976902184832 40.80948674998086),1389714,-73.9597690218,40.80948675,Active,Manhattan
Strada,POINT (-73.96053403283227 40.809806669530545),1389713,-73.9605340328,40.8098066695,Active,Manhattan
Strada,POINT (-73.96149757164471 40.810210307601395),1389712,-73.9614975716,40.8102103076,Active,Manhattan
Strada,POINT (-73.95838252920609 40.810305106613754),1389703,-73.9583825292,40.8103051066,Active,Manhattan
Strada,POINT (-73.95879035844888 40.80975374952614),1389702,-73.9587903584,40.8097537495,Active,Manhattan
Strada,POINT (-73.9593314785891 40.80901724974162),1389701,-73.9593314786,40.8090172497,Active,Manhattan
Strada,POINT (-73.95967700785484 40.80854627288421),1389700,-73.9596770079,40.8085462729,Inactive,Manhattan
Strada,POINT (-73.96020247697903 40.80781484220915),1389699,-73.960202477,40.8078148422,Active,Manhattan
Strada,POINT (-73.96058062872164 40.807305688187206),1389698,-73.9605806287,40.8073056882,Active,Manhattan
Strada,POINT (-73.87214635064872 40.750873386376256),4122354,-73.8721463506,40.7508733864,Active,Queens
Strada,POINT (-73.87194224229827 40.74916901241585),4122353,-73.8719422423,40.7491690124,Active,Queens
Strada,POINT (-73.87287133510479 40.74906215006455),4122355,-73.8728713351,40.7490621501,Active,Queens
Strada,POINT (-73.87314803125628 40.74883989030604),4122331,-73.8731480313,40.7488398903,Active,Queens
Strada,POINT (-73.8736850288024 40.74891577635412),4122358,-73.8736850288,40.7489157764,Active,Queens
Strada,POINT (-73.87463122089741 40.7488867475832),4122360,-73.8746312209,40.7488867476,Active,Queens
Strada,POINT (-73.87473320678015 40.748887724831),4122359,-73.8747332068,40.7488877248,Active,Queens
Strada,POINT (-73.87740059770758 40.7485294735454),4122369,-73.8774005977,40.7485294735,Active,Queens
Strada,POINT (-73.87751048834276 40.748537346527556),4122368,-73.8775104883,40.7485373465,Active,Queens
Strada,POINT (-73.87834751760118 40.74849869235687),4122371,-73.8783475176,40.7484986924,Active,Queens
Strada,POINT (-73.87926698122206 40.748356269369154),4122373,-73.8792669812,40.7483562694,Active,Queens
Strada,POINT (-73.87937562582097 40.74838393691311),4122372,-73.8793756258,40.7483839369,Active,Queens
Strada,POINT (-73.880498594448 40.74992501842072),4122376,-73.8804985944,40.7499250184,Active,Queens
Strada,POINT (-73.88060272119039 40.74990842740469),4122375,-73.8806027212,40.7499084274,Active,Queens
Strada,POINT (-73.8876485975642 40.74755003882977),4122405,-73.8876485976,40.7475500388,Active,Queens
Strada,POINT (-73.8877569490298 40.74756251473423),4122404,-73.887756949,40.7475625147,Active,Queens
Strada,POINT (-73.88932772435196 40.747440406838194),4122436,-73.8893277244,40.7474404068,Active,Queens
Strada,POINT (-73.89109077682438 40.747327596038026),4122435,-73.8910907768,40.747327596,Inactive,Queens
Strada,POINT (-73.87235589753949 40.74891438763577),4122330,-73.8723558975,40.7489143876,Active,Queens
Strada,POINT (-73.89005792857331 40.74736211097403),4122433,-73.8900579286,40.747362111,Active,Queens
Strada,POINT (-73.89250487573682 40.74740646532639),4122432,-73.8925048757,40.7474064653,Active,Queens
Strada,POINT (-73.89271542588594 40.748513354006164),4122431,-73.8927154259,40.748513354,Active,Queens
Strada,POINT (-73.89195864281426 40.74698674571527),4122430,-73.8919586428,40.7469867457,Active,Queens
Strada,POINT (-73.89168294295014 40.74717415873988),4122434,-73.891682943,40.7471741587,Retired,Queens
Strada,POINT (-73.89269179387213 40.74713735201008),4122429,-73.8926917939,40.747137352,Active,Queens
Strada,POINT (-73.8933347257277 40.74741644450333),4122428,-73.8933347257,40.7474164445,Active,Queens
Strada,POINT (-73.89143187364324 40.74714061440186),4122684,-73.8914318736,40.7471406144,Active,Queens
Strada,POINT (-73.89368217092361 40.74681806005748),4122424,-73.8936821709,40.7468180601,Active,Queens
Strada,POINT (-73.893569546982 40.746791097519846),4122425,-73.893569547,40.7467910975,Active,Queens
Strada,POINT (-73.89305536412571 40.74745065235891),4122426,-73.8930553641,40.7474506524,Active,Queens
Strada,POINT (-73.89238975004619 40.74735342062072),4122421,-73.89238975,40.7473534206,Active,Queens
Strada,POINT (-73.89261345106274 40.748507194064395),4122420,-73.8926134511,40.7485071941,Active,Queens
Strada,POINT (-73.8907830375214 40.748848044697155),4122413,-73.8907830375,40.7488480447,Active,Queens
Strada,POINT (-73.89044153709354 40.74710826606691),4122411,-73.8904415371,40.7471082661,Active,Queens
Strada,POINT (-73.88966823607832 40.747266878032555),4122410,-73.8896682361,40.747266878,Active,Queens
Strada,POINT (-73.88955530652564 40.74723122408652),4122409,-73.8895553065,40.7472312241,Retired,Queens
Strada,POINT (-73.88997356195387 40.74887917925773),4122408,-73.889973562,40.7488791793,Active,Queens
Strada,POINT (-73.88897589077757 40.74896057597663),4122407,-73.8889758908,40.748960576,Inactive,Queens
Strada,POINT (-73.88877266081366 40.74734309196814),4122406,-73.8887726608,40.747343092,Active,Queens
Strada,POINT (-73.88710372190845 40.74919467906945),4122401,-73.8871037219,40.7491946791,Active,Queens
Strada,POINT (-73.88681501152622 40.747587127742044),4122400,-73.8868150115,40.7475871277,Active,Queens
Strada,POINT (-73.88670452141969 40.74756929263196),4122402,-73.8867045214,40.7475692926,Active,Queens
Strada,POINT (-73.88699275529702 40.74917552183162),4122403,-73.8869927553,40.7491755218,Active,Queens
Strada,POINT (-73.88588951496195 40.747722494592075),4122399,-73.885889515,40.7477224946,Active,Queens
Strada,POINT (-73.88615706714405 40.74920901090927),4122398,-73.8861570671,40.7492090109,Active,Queens
Strada,POINT (-73.88577092694393 40.747645336867045),4122397,-73.8857709269,40.7476453369,Active,Queens
Strada,POINT (-73.88605589263653 40.74926772837137),4122396,-73.8860558926,40.7492677284,Active,Queens
Strada,POINT (-73.8765841743063 40.74868431822988),4122367,-73.8765841743,40.7486843182,Active,Queens
Strada,POINT (-73.8768830678653 40.75029488675967),4122366,-73.8768830679,40.7502948868,Active,Queens
Strada,POINT (-73.87650224313887 40.74882598282526),4122365,-73.8765022431,40.7488259828,Active,Queens
Strada,POINT (-73.8760250471411 40.748948253421084),4122364,-73.8760250471,40.7489482534,Active,Queens
Strada,POINT (-73.87556132484809 40.74881478269971),4122362,-73.8755613248,40.7488147827,Active,Queens
Strada,POINT (-73.87568348598823 40.74889966132908),4122361,-73.875683486,40.7488996613,Active,Queens
Strada,POINT (-73.8929773217003 40.746745174905236),4122350,-73.8929773217,40.7467451749,Active,Queens
Strada,POINT (-73.89006806751809 40.747045044919766),4122348,-73.8900680675,40.7470450449,Active,Queens
Strada,POINT (-73.88904423044934 40.74715405831288),4122347,-73.8890442304,40.7471540583,Active,Queens
Strada,POINT (-73.88819637035365 40.74724552869071),4122346,-73.8881963704,40.7472455287,Active,Queens
Strada,POINT (-73.88730723800354 40.7473402366039),4122345,-73.887307238,40.7473402366,Active,Queens
Strada,POINT (-73.8864688854781 40.747429158736544),4122344,-73.8864688855,40.7474291587,Active,Queens
Strada,POINT (-73.88552788418693 40.747526468179665),4122343,-73.8855278842,40.7475264682,Active,Queens
Strada,POINT (-73.87976232435646 40.74813255046202),4122337,-73.8797623244,40.7481325505,Active,Queens
Strada,POINT (-73.8787919670954 40.748235448331066),4122336,-73.8787919671,40.7482354483,Active,Queens
Strada,POINT (-73.87788448500103 40.748331150219485),4122335,-73.877884485,40.7483311502,Active,Queens
Strada,POINT (-73.87698654485882 40.748423797929235),4122334,-73.8769865449,40.7484237979,Active,Queens
Strada,POINT (-73.87589726946756 40.74852961688132),4122333,-73.8758972695,40.7485296169,Active,Queens
Strada,POINT (-73.87430977737529 40.748708936140616),4122332,-73.8743097774,40.7487089361,Active,Queens
Strada,POINT (-73.87154196927442 40.74900404136575),4122329,-73.8715419693,40.7490040414,Active,Queens
Strada,POINT (-73.87086899658006 40.74907346357856),4122328,-73.8708689966,40.7490734636,Active,Queens
Strada,POINT (-73.82780870282814 40.7632473147518),4061147,-73.8278087028,40.7632473148,Active,Queens
Strada,POINT (-73.83313309288718 40.75513481877445),4061123,-73.8331330929,40.7551348188,Active,Queens
Strada,POINT (-73.83346379098067 40.75608827404189),4061124,-73.833463791,40.756088274,Active,Queens
Strada,POINT (-73.81792766002181 40.74961302200829),4061150,-73.81792766,40.749613022,Active,Queens
Strada,POINT (-73.83258630851047 40.753399370564225),4061121,-73.8325863085,40.7533993706,Active,Queens
Strada,POINT (-73.83341814023483 40.76450215482172),4061136,-73.8334181402,40.7645021548,Active,Queens
Strada,POINT (-73.82739314073238 40.76193340925495),4061143,-73.8273931407,40.7619334093,Active,Queens
Strada,POINT (-73.82785245488338 40.76577621294863),4061141,-73.8278524549,40.7657762129,Active,Queens
Strada,POINT (-73.82757368863662 40.76655411567019),4061140,-73.8275736886,40.7665541157,Active,Queens
Strada,POINT (-73.81687852166442 40.765441951378314),4061165,-73.8168785217,40.7654419514,Active,Queens
Strada,POINT (-73.81453237900583 40.76531446531357),4061164,-73.814532379,40.7653144653,Active,Queens
Strada,POINT (-73.81443650554607 40.76511137290583),4061163,-73.8144365055,40.7651113729,Active,Queens
Strada,POINT (-73.8290236367448 40.75696923867838),4061130,-73.8290236367,40.7569692387,Inactive,Queens
Strada,POINT (-73.82931704721692 40.75765897656671),4061129,-73.8293170472,40.7576589766,Active,Queens
Strada,POINT (-73.83107840295763 40.761264949204254),4061134,-73.831078403,40.7612649492,Active,Queens
Strada,POINT (-73.83150177149678 40.76200228406015),4061133,-73.8315017715,40.7620022841,Active,Queens
Strada,POINT (-73.83134921263687 40.76212413793164),4061132,-73.8313492126,40.7621241379,Active,Queens
Strada,POINT (-73.82004182415479 40.723089776637075),4512464,-73.8200418242,40.7230897766,Active,Queens
Strada,POINT (-73.82029510420516 40.72357790621312),4512463,-73.8202951042,40.7235779062,Active,Queens
Strada,POINT (-73.82104692405252 40.72502361761565),4512462,-73.8210469241,40.7250236176,Active,Queens
Strada,POINT (-73.82140513802969 40.72572077484099),4512458,-73.821405138,40.7257207748,Active,Queens
Strada,POINT (-73.82169215439052 40.726281359033806),4512454,-73.8216921544,40.726281359,Active,Queens
Strada,POINT (-73.8220686199835 40.72701631604036),4512449,-73.82206862,40.727016316,Active,Queens
Strada,POINT (-73.82055522279195 40.719805797677644),4512465,-73.8205552228,40.7198057977,Inactive,Queens
Strada,POINT (-73.81938356000883 40.72272924378346),4512466,-73.81938356,40.7227292438,Active,Queens
Strada,POINT (-73.81941449414992 40.722810869624546),4512467,-73.8194144941,40.7228108696,Active,Queens
Strada,POINT (-73.82081482612527 40.725202954519446),4512471,-73.8208148261,40.7252029545,Active,Queens
Strada,POINT (-73.82041585670753 40.72434698253908),4512470,-73.8204158567,40.7243469825,Active,Queens
Strada,POINT (-73.82006633642023 40.723669593780514),4512469,-73.8200663364,40.7236695938,Active,Queens
Strada,POINT (-73.81976599306631 40.7230768307815),4512468,-73.8197659931,40.7230768308,Active,Queens
Strada,POINT (-73.82114080804456 40.72575155823708),4512455,-73.821140808,40.7257515582,Active,Queens
Strada,POINT (-73.82145605658727 40.725299151748885),4512459,-73.8214560566,40.7252991517,Active,Queens
Strada,POINT (-73.82138570382621 40.72523167270897),4512460,-73.8213857038,40.7252316727,Active,Queens
Strada,POINT (-73.82120064692727 40.72511167065959),4512461,-73.8212006469,40.7251116707,Active,Queens
Strada,POINT (-73.82146518187132 40.725624637562596),4512457,-73.8214651819,40.7256246376,Active,Queens
Strada,POINT (-73.82180231115166 40.726280254444184),4512456,-73.8218023112,40.7262802544,Active,Queens
Strada,POINT (-73.82211260189081 40.72654789868203),4512453,-73.8221126019,40.7265478987,Active,Queens
Strada,POINT (-73.82221511713507 40.72663599279162),4512452,-73.8222151171,40.7266359928,Active,Queens
Strada,POINT (-73.8221512974917 40.72696010331807),4512451,-73.8221512975,40.7269601033,Active,Queens
Strada,POINT (-73.8224539746012 40.72724103268539),4512450,-73.8224539746,40.7272410327,Active,Queens
Strada,POINT (-73.82337638531175 40.72957920135837),4512448,-73.8233763853,40.7295792014,Active,Queens
Strada,POINT (-73.82379406215261 40.73039182421644),4512447,-73.8237940622,40.7303918242,Active,Queens
Strada,POINT (-73.82491462049146 40.73227130241228),4512442,-73.8249146205,40.7322713024,Active,Queens
Strada,POINT (-73.8251620385135 40.73274927100554),4512441,-73.8251620385,40.732749271,Active,Queens
Strada,POINT (-73.82511929043167 40.732944976953945),4512439,-73.8251192904,40.732944977,Active,Queens
Strada,POINT (-73.82512813357984 40.73357058180563),4512446,-73.8251281336,40.7335705818,Active,Queens
Strada,POINT (-73.81059593259249 40.72561074523251),4512484,-73.8105959326,40.7256107452,Active,Queens
Strada,POINT (-73.81059425085245 40.72597215089748),4512483,-73.8105942509,40.7259721509,Active,Queens
Strada,POINT (-73.81502253975148 40.727981981875466),4512476,-73.8150225398,40.7279819819,Active,Queens
Strada,POINT (-73.8150012037914 40.72831224683063),4512475,-73.8150012038,40.7283122468,Active,Queens
Strada,POINT (-73.81499789662402 40.7300629286878),4512482,-73.8149978966,40.7300629287,Active,Queens
Strada,POINT (-73.81505557429905 40.72967888876632),4512481,-73.8150555743,40.7296788888,Active,Queens
Strada,POINT (-73.81510173897303 40.72922633117104),4512480,-73.815101739,40.7292263312,Active,Queens
Strada,POINT (-73.81505602897009 40.72868505897766),4512479,-73.815056029,40.728685059,Active,Queens
Strada,POINT (-73.81472403106886 40.72832950432078),4512478,-73.8147240311,40.7283295043,Active,Queens
Strada,POINT (-73.81549437427451 40.72956709642227),4512472,-73.8154943743,40.7295670964,Active,Queens
Strada,POINT (-73.81527905034186 40.7293026323526),4512474,-73.8152790503,40.7293026324,Active,Queens
Strada,POINT (-73.81522271574357 40.72984751474407),4512473,-73.8152227157,40.7298475147,Active,Queens
Strada,POINT (-73.80991983067177 40.73217726042226),4512497,-73.8099198307,40.7321772604,Active,Queens
Strada,POINT (-73.80997467232939 40.73237479322843),4512496,-73.8099746723,40.7323747932,Active,Queens
Strada,POINT (-73.81488323035009 40.734510223920374),4512495,-73.8148832304,40.7345102239,Active,Queens
Strada,POINT (-73.81486214439548 40.734930589477024),4512494,-73.8148621444,40.7349305895,Active,Queens
Strada,POINT (-73.81483801619017 40.7354393855832),4512493,-73.8148380162,40.7354393856,Active,Queens
Strada,POINT (-73.81478729730267 40.73645914754424),4512492,-73.8147872973,40.7364591475,Active,Queens
Strada,POINT (-73.81478112894204 40.73682853930207),4512491,-73.8147811289,40.7368285393,Active,Queens
Strada,POINT (-73.81488190429977 40.73747137073839),4512490,-73.8148819043,40.7374713707,Active,Queens
Strada,POINT (-73.81496761343794 40.73790769729381),4512489,-73.8149676134,40.7379076973,Active,Queens
Strada,POINT (-73.81545903477732 40.740073389584424),4512486,-73.8154590348,40.7400733896,Active,Queens
Strada,POINT (-73.8153403783921 40.73993941703589),4512487,-73.8153403784,40.739939417,Active,Queens
Strada,POINT (-73.81516877546431 40.74040999732178),4512485,-73.8151687755,40.7404099973,Active,Queens
Strada,POINT (-73.81492627685839 40.74063968617985),4512488,-73.8149262769,40.7406396862,Active,Queens
Strada,POINT (-73.94761914109365 40.74759306464632),4152062,-73.9476191411,40.7475930646,Active,Queens
Strada,POINT (-73.94737208930505 40.747785858515854),4152061,-73.9473720893,40.7477858585,Active,Queens
Strada,POINT (-73.95300835513856 40.746975903135294),4152156,-73.9530083551,40.7469759031,Active,Queens
Strada,POINT (-73.95246417168758 40.74687051778066),4152154,-73.9524641717,40.7468705178,Active,Queens
Strada,POINT (-73.95251258019347 40.746794345893726),4152153,-73.9525125802,40.7467943459,Active,Queens
Strada,POINT (-73.95272236188134 40.746183201666405),4152151,-73.9527223619,40.7461832017,Active,Queens
Strada,POINT (-73.9527337580659 40.74610167087455),4152152,-73.9527337581,40.7461016709,Active,Queens
Strada,POINT (-73.95297245381362 40.74584494949882),4152128,-73.9529724538,40.7458449495,Active,Queens
Strada,POINT (-73.94829696842247 40.74557585259043),4152063,-73.9482969684,40.7455758526,Active,Queens
Strada,POINT (-73.93172453328954 40.74419141927233),4151983,-73.9317245333,40.7441914193,Active,Queens
Strada,POINT (-73.9319515993943 40.743043248665174),4151982,-73.9319515994,40.7430432487,Active,Queens
Strada,POINT (-73.93384598806205 40.74387991576006),4151994,-73.9338459881,40.7438799158,Active,Queens
Strada,POINT (-73.93374758429667 40.74438538310245),4151993,-73.9337475843,40.7443853831,Active,Queens
Strada,POINT (-73.93567339169502 40.7433527467902),4151999,-73.9356733917,40.7433527468,Active,Queens
Strada,POINT (-73.93548822410037 40.744273797952),4151998,-73.9354882241,40.744273798,Active,Queens
Strada,POINT (-73.93577834485824 40.74343768895728),4151997,-73.9357783449,40.743437689,Active,Queens
Strada,POINT (-73.93563385190811 40.744151117818824),4151996,-73.9356338519,40.7441511178,Active,Queens
Strada,POINT (-73.93554210303017 40.74462536170762),4151995,-73.935542103,40.7446253617,Active,Queens
Strada,POINT (-73.93634686285804 40.743087139095636),4152000,-73.9363468629,40.7430871391,Active,Queens
Strada,POINT (-73.93532836617177 40.74297204519865),4152001,-73.9353283662,40.7429720452,Active,Queens
Strada,POINT (-73.93506494738068 40.74306533089839),4151990,-73.9350649474,40.7430653309,Active,Queens
Strada,POINT (-73.9344541754044 40.742995020020814),4151989,-73.9344541754,40.74299502,Active,Queens
Strada,POINT (-73.93624228637192 40.7432010296167),4151991,-73.9362422864,40.7432010296,Retired,Queens
Strada,POINT (-73.9370663958192 40.74329429364293),4151992,-73.9370663958,40.7432942936,Active,Queens
Strada,POINT (-73.93330727479307 40.745769604248096),4152027,-73.9333072748,40.7457696042,Inactive,Queens
Strada,POINT (-73.93275741461042 40.74631997593193),4152028,-73.9327574146,40.7463199759,Active,Queens
Strada,POINT (-73.93171661028174 40.74638715463848),4152029,-73.9317166103,40.7463871546,Active,Queens
Strada,POINT (-73.93158595053853 40.74655859571261),4152030,-73.9315859505,40.7465585957,Active,Queens
Strada,POINT (-73.93384991778632 40.7462421555251),4152036,-73.9338499178,40.7462421555,Inactive,Queens
Strada,POINT (-73.93315068235395 40.746387655509125),4152035,-73.9331506824,40.7463876555,Active,Queens
Strada,POINT (-73.9325051789947 40.74652178323253),4152034,-73.932505179,40.7465217832,Active,Queens
Strada,POINT (-73.93158776220841 40.74672224676714),4152033,-73.9315877622,40.7467222468,Active,Queens
Strada,POINT (-73.93123533606547 40.74679383609606),4152032,-73.9312353361,40.7467938361,Active,Queens
Strada,POINT (-73.93679216088458 40.74550206847133),4152038,-73.9367921609,40.7455020685,Active,Queens
Strada,POINT (-73.93603372562121 40.745682941576824),4152037,-73.9360337256,40.7456829416,Active,Queens
Strada,POINT (-73.93852647945437 40.74393929412596),4152007,-73.9385264795,40.7439392941,Inactive,Queens
Strada,POINT (-73.93838043897713 40.744665474016976),4152006,-73.938380439,40.744665474,Inactive,Queens
Strada,POINT (-73.93875033138633 40.744858140251495),4152005,-73.9387503314,40.7448581403,Active,Queens
